Studento vardas   Pavarde              ND1   ND2   ND3   ND4   ND5   ND6   ND7   ND8   ND9  ND10  ND11  ND12  ND13  ND14  ND15   Egzamino rez
Vardas9972        Pavarde9972            9     8     5     3     2     3     7     1     1     5    10     8     4    10     1              9
Vardas9973        Pavarde9973           10     9     8     5     1     3     6     1     2     2     7     6    10     7     1              8
Vardas9974        Pavarde9974            7    10     8     3     1     5     8     9     6    10     8     4     7    10     4              4
Vardas9975        Pavarde9975            3     9     2     7     7     1     8     7    10     2     4     7     2     5    10              4
Vardas9976        Pavarde9976            9     3    10     9     6     3     6     3     3     7     9     7     4     3    10              1
Vardas9977        Pavarde9977            2     7     5     7     3     9     9     4    10     5     1     1     1     6     9             10
Vardas9978        Pavarde9978            2     3     8     1    10     9     7     8     3     9     5     4     4     2     3              5
Vardas9979        Pavarde9979            8     5     9     8     6     3     5     5     1     7     1     7     2     4     7              3
Vardas9980        Pavarde9980            1     4     3    10     4     5     5     3     7     3     1     1     4     7     1              2
Vardas9981        Pavarde9981            4     3     5     1    10     1     2     9    10     5     2    10     3     4    10              5
Vardas9982        Pavarde9982            9     7     5     2     7     5     7     4     9     9     5     7     6    10     2              1
Vardas9983        Pavarde9983            7     3     1     7     9     1     6     1    10     7     2     7     2    10     4              5
Vardas9984        Pavarde9984            5     6     2    10     1     7     9     4     8     6     5     9     7     3    10              2
Vardas9985        Pavarde9985            7     2     1     9    10    10    10     6     2     4     7     4     7     2     7              6
Vardas9986        Pavarde9986            9     2     7     6     4     9     5     9     3     5     4     6    10     8     8              8
Vardas9987        Pavarde9987            7     4     2     1     4     2     3     5     4     8     4     2     9     6     7              8
Vardas9988        Pavarde9988            5     7     6     9     7    10     3     3     6     2    10     1    10     7     7              7
Vardas9989        Pavarde9989           10     7     8     6     4     8     1     8     6     6     4     4     1     8     1              5
Vardas9990        Pavarde9990            2     4     5     2     1    10    10     5     5    10     7     1     5     2    10              6
